"","TEModel.Properties.Player_Name","TEP","TEModel.Properties.Position","TEModel.Properties.Salary","TEModel.Properties.Salary.TEP","TEModel.ActualPoints","TEModel.Properties.Salary.TEModel.ActualPoints","c.TEModel.Properties.OwnRank.","naTE","TEModel.Properties.ProjPlusMinus","TEModel.Properties.OppPlusMinus","TEModel.TeamName"
"40","Charles Clay",5.13673507126564,"TE",2900,564.560943822526,0,Inf,90,83.28,5.46,-0.1,"BUF"
"41","MyCole Pruitt",3.28436199540602,"TE",2500,761.182842663769,0,Inf,90,37.72,-2.18,-0.6,"MIN"
"42","Tyler Kroft",-0.102005010808899,"TE",2500,-24508.5999224451,0,Inf,90,58.62,0.22,0.5,"CIN"
"43","Crockett Gillmore",0.615578247441279,"TE",2500,4061.22212796104,0,Inf,90,54.26,-0.28,-2.5,"BAL"
"44","Vernon Davis",1.85254877393575,"TE",2700,1457.4515057241,0,Inf,90,36.27,-1.36,5.6,"WAS"
"45","Anthony Fasano",4.39581016161227,"TE",2500,568.723377053905,0,Inf,90,37.28,-2.28,-2,"TEN"
"46","Lance Kendricks",8.13593811485167,"TE",2700,331.860931325339,0,Inf,90,50.42,1.94,-1.3,"LA"
"47","Stephen Anderson",7.12087218904991,"TE",2500,351.080588673444,0,Inf,50,51.4,-1.18,2.7,"HOU"
"48","Rob Gronkowski",9.04309120914355,"TE",6800,751.955259847923,0,Inf,50,45.28,0.45,-2.8,"NE"
"49","Logan Paulsen",2.96273614944274,"TE",2500,843.81459363846,0,Inf,90,33.85,-2.28,-2,"CHI"
"50","Delanie Walker",4.76766598178733,"TE",5000,1048.73118609823,0,Inf,50,48.69,2.07,-2,"TEN"
