"","WRModel.Properties.Player_Name","WRP","WRModel.Properties.Position","WRModel.Properties.Salary","WRModel.Properties.Salary.WRP","WRModel.ActualPoints","WRModel.Properties.Salary.WRModel.ActualPoints","c.WRModel.Properties.OwnRank.","naWR","WRModel.Properties.ProjPlusMinus","WRModel.Properties.OppPlusMinus","WRModel.TeamName"
"22","Kelvin Benjamin",4.0051944751447,"WR",5500,1373.21671497644,16.3,337.423312883436,80,63.5,0.49,1.1,"CAR"
"23","Michael Crabtree",18.8669144656392,"WR",6100,323.317308249287,16,381.25,40,80.9,3.51,-1,"OAK"
"24","Michael Thomas",NA,"WR",6000,NA,15.8,379.746835443038,30,82.1,3.14,0,"NO"
"25","Tyreek Hill",13.792088112559,"WR",5900,427.781489782354,15.5,380.645161290323,90,39.35,-1.73,-2.6,"KC"
"26","Brandin Cooks",NA,"WR",6800,NA,14.8,459.459459459459,50,71.6,1.41,0,"NO"
"27","Davante Adams",12.7981700912993,"WR",5400,421.935320555797,14.4,375,80,82.7,4.12,-1.3,"GB"
"28","Alshon Jeffery",12.1827577464513,"WR",6300,517.124294114368,14.2,443.661971830986,70,65.75,1.35,-1.2,"CHI"
"29","Paul Richardson",1.5381977624613,"WR",3000,1950.33439341352,14.2,211.267605633803,50,26.85,-3.68,1.4,"SEA"
"30","Julian Edelman",17.3543638432874,"WR",6900,397.59452217944,13.9,496.402877697842,70,75.15,2.68,-1.2,"NE"
"31","Jermaine Kearse",3.27051912506264,"WR",3000,917.28557005229,13.7,218.978102189781,90,43.85,-1.08,1.4,"SEA"
"32","Pierre Garcon",13.8104910451559,"WR",4900,354.80273539721,13.4,365.671641791045,70,78.55,3.76,-0.4,"WAS"
"33","Nelson Agholor",-0.76817747384622,"WR",3000,-3905.34752988678,13.2,227.272727272727,50,32.85,-2.28,-1.1,"PHI"
"34","Eli Rogers",9.23928579640418,"WR",3800,411.287201601547,13,292.307692307692,90,72.5,2.19,-0.1,"PIT"
"35","Stefon Diggs",12.6905581960071,"WR",5900,464.912567979581,12.9,457.364341085271,80,66.25,1.27,1.9,"MIN"
"36","Kenny Stills",13.989456146829,"WR",3900,278.781387858599,12.5,312,90,48.55,0.16,-1.6,"MIA"
"37","Deonte Thompson",6.34349671112231,"WR",3500,551.746167671737,12.4,282.258064516129,90,53.85,0.97,-1.2,"CHI"
"38","Andre Holmes",2.97198105496964,"WR",3000,1009.42769974375,12.3,243.90243902439,90,34.1,-2.68,-1,"OAK"
"39","Rishard Matthews",11.9981422285226,"WR",4900,408.396558956557,12.1,404.95867768595,80,67.55,2.36,-2.2,"TEN"
"40","Tavon Austin",11.2313118676583,"WR",4000,356.147175604517,12,333.333333333333,80,52.5,0.13,0.6,"LA"
"41","Cody Core",0.55387684883771,"WR",3000,5416.36648344373,11.9,252.100840336134,90,30.2,-2.48,-1.3,"CIN"
"42","Golden Tate",10.2549645910314,"WR",6600,643.590715639535,11.8,559.322033898305,50,70.75,1.57,0.3,"DET"
"43","Amari Cooper",12.9309307026326,"WR",6500,502.670700932353,11.2,580.357142857143,50,69.95,1.6,-1,"OAK"
"44","Jeremy Kerley",9.01479011484372,"WR",3500,388.250858357413,11.2,312.5,90,72.4,3.17,1.6,"SF"
"45","Donte Moncrief",10.3288322074184,"WR",5400,522.808376741914,11,490.909090909091,80,60.55,0.82,-1.1,"IND"
"46","Geronimo Allison",3.82991032255734,"WR",3000,783.308157982356,10.6,283.018867924528,50,39.65,-0.98,-1.3,"GB"
"47","Travis Benjamin",4.82259377874853,"WR",4800,995.315015158835,10.5,457.142857142857,90,38.15,-1.91,-3.4,"SD"
"48","Terrance Williams",6.27224458792264,"WR",3200,510.184186082551,10.1,316.831683168317,50,52.75,0.76,-1.6,"DAL"
"49","Julio Jones",16.8156375605732,"WR",8100,481.694492452173,10,810,40,66.2,0.23,1,"ATL"
"50","Bryan Walters",-3.57410278114836,"WR",3000,-839.371496483964,9.5,315.789473684211,90,52.65,0.12,1.7,"JAX"
"51","Russell Shepard",NA,"WR",3400,NA,9.1,373.626373626374,90,32.4,-2.4,-0.5,"TB"
"52","Brice Butler",4.99858889414483,"WR",3000,600.169380505385,9.1,329.67032967033,50,25.75,-3.78,-1.6,"DAL"
"53","Mohamed Sanu",8.53420333951492,"WR",5100,597.595322856448,8.6,593.023255813953,90,61.65,0.51,1,"ATL"
"54","Anquan Boldin",10.3401320269329,"WR",4100,396.513312336898,8.3,493.975903614458,50,81.15,4.1,0.3,"DET"
"55","Tajae Sharpe",8.9439262997632,"WR",3200,357.784701343606,7.8,410.25641025641,90,52.5,0.76,-2.2,"TEN"
"56","Dontrelle Inman",12.4727881108307,"WR",6000,481.047216282776,7.4,810.810810810811,70,62.5,1.24,-3.4,"SD"
"57","Robert Woods",3.19206939262964,"WR",3400,1065.13975161394,7.3,465.753424657534,90,43.9,-0.9,-1.1,"BUF"
"58","DeAndre Hopkins",12.0642552420911,"WR",5200,431.025363410554,7.3,712.328767123288,30,78.4,3.88,-2.2,"HOU"
"59","Larry Fitzgerald",8.82569973138216,"WR",6100,691.163328195928,7.1,859.154929577465,90,60.9,0.51,0.3,"ARI"
"60","Will Fuller",2.28247727473556,"WR",3900,1708.66980502658,6.9,565.217391304348,80,60.25,1.56,-2.2,"HOU"
"61","Terrelle Pryor",12.6278251947747,"WR",4900,388.031978937085,6.6,742.424242424242,90,55.4,0.66,-2.6,"CLE"
"62","Cole Beasley",9.40632229166115,"WR",4900,520.926228983662,6.5,753.846153846154,50,53.3,0.06,-1.6,"DAL"
"63","Breshad Perriman",5.09281469038906,"WR",3000,589.065218819265,6.2,483.870967741935,90,42.8,-0.58,-1.8,"BAL"
"64","Mike Wallace",12.1275591524736,"WR",4800,395.792751010491,6.1,786.885245901639,90,64.7,1.99,-1.8,"BAL"
"65","Jarvis Landry",14.9712470742422,"WR",5500,367.370865815357,5.9,932.203389830508,80,68.1,1.99,-1.6,"MIA"
"66","Ted Ginn",6.9851327626051,"WR",4500,644.225407438316,5.9,762.71186440678,70,70.45,1.78,1.1,"CAR"
"67","Malcolm Mitchell",10.105337901182,"WR",5200,514.579527260712,5.9,881.35593220339,60,64.8,1.38,-1.2,"NE"
"68","Tyler Lockett",10.1019092442045,"WR",4800,475.157703753257,5.8,827.586206896552,80,64.8,1.19,1.4,"SEA"
"69","Ryan Grant",2.79161599905833,"WR",3000,1074.64637006378,5.5,545.454545454545,90,27.2,-3.58,-0.4,"WAS"
"70","Quincy Enunwa",14.1805099495099,"WR",4000,282.077302878537,5.2,769.230769230769,90,53.2,0.73,-0.8,"NYJ"
"71","Demaryius Thomas",11.1970532248231,"WR",6400,571.578956667959,5,1280,90,47.85,-0.78,-1.5,"DEN"
"72","Brandon Marshall",15.4720837771012,"WR",5300,342.552436785797,4.8,1104.16666666667,90,52.15,-0.35,-0.8,"NYJ"
"73","Taylor Gabriel",9.21045097038536,"WR",6200,673.148363737568,4.5,1377.77777777778,80,51.35,-1.72,1,"ATL"
"74","Tyler Boyd",4.75920248909217,"WR",4100,861.488875372917,4.5,911.111111111111,90,63.95,2,-1.3,"CIN"
"75","Willie Snead",NA,"WR",5500,NA,4.1,1341.46341463415,70,73.45,1.99,0,"NO"
"76","Kendall Wright",8.74759502738417,"WR",3100,354.383117907895,4.1,756.09756097561,90,47.85,0.59,-2.2,"TEN"
"77","Jeremy Maclin",3.75028568977052,"WR",4400,1173.24395098797,3.9,1128.20512820513,90,60.95,1.51,-2.6,"KC"
"78","Charone Peake",6.48316925401416,"WR",3000,462.736646608832,3.7,810.810810810811,90,28.6,-3.08,-0.8,"NYJ"
"79","Emmanuel Sanders",13.5408192005241,"WR",6000,443.104653503368,3.6,1666.66666666667,90,69.95,2.54,-1.5,"DEN"
"80","Corey Coleman",7.69104617997155,"WR",3900,507.083159916019,3.5,1114.28571428571,90,69.95,3.26,-2.6,"CLE"
"81","Aaron Burbridge",3.0631757954791,"WR",3000,979.375719939958,3.5,857.142857142857,90,44.05,-0.68,1.6,"SF"
"82","Chris Conley",4.31018711006888,"WR",3000,696.025467894839,3.4,882.352941176471,90,40.15,-0.48,-2.6,"KC"
"83","Cordarrelle Patterson",11.6582026441291,"WR",3900,334.528410514805,3.3,1181.81818181818,90,44.35,-0.74,1.9,"MIN"
"84","Jordan Matthews",11.1996169474936,"WR",5100,455.372717112558,3.2,1593.75,50,78.95,4.21,-1.1,"PHI"
"85","Chris Hogan",10.3776798492637,"WR",4200,404.714739807471,3.2,1312.5,90,57.75,0.87,-1.2,"NE"
"86","Andrew Hawkins",5.94548019351588,"WR",3000,504.584979237134,3.1,967.741935483871,90,36.7,-0.98,-2.6,"CLE"
"87","Jordan Norwood",3.65012243569667,"WR",3000,821.890238711242,2.7,1111.11111111111,90,37.2,-0.88,-1.5,"DEN"
"88","Marquise Goodwin",4.45309875881578,"WR",3100,696.144453087402,2.6,1192.30769230769,90,46.85,-0.51,-1.1,"BUF"
"89","Marvin Jones",11.4377897791041,"WR",4200,367.203811323149,2.6,1615.38461538462,50,76.7,2.97,0.3,"DET"
"90","Aldrick Robinson",3.2309219313009,"WR",4100,1268.98764104436,2.5,1640,90,20.75,-6,1,"ATL"
"91","Kenny Britt",14.063797829276,"WR",5700,405.295928538916,2.5,2280,70,64.6,0.93,0.6,"LA"
"92","Andre Roberts",2.97453956729492,"WR",3000,1008.55945336381,2.4,1250,50,34.65,-2.68,0.3,"DET"
"93","Adam Humphries",NA,"WR",3700,NA,2.2,1681.81818181818,90,65.35,1.82,-0.5,"TB"
"94","Philly Brown",-4.85335169327359,"WR",3000,-618.129529775843,2.2,1363.63636363636,90,38.2,-2.58,1.1,"CAR"
"95","John Brown",2.68991311403249,"WR",3900,1449.86095634645,2.2,1772.72727272727,90,49.9,0.06,0.3,"ARI"
"96","Josh Bellamy",7.99263527531209,"WR",3200,400.368575541569,2.1,1523.80952380952,90,53.05,0.76,-1.2,"CHI"
"97","Devin Funchess",-1.11400357678726,"WR",3400,-3052.05483253964,1.9,1789.47368421053,90,49.75,-0.4,1.1,"CAR"
"98","Jeff Janis",1.7285264069825,"WR",3000,1735.58239427601,1.8,1666.66666666667,50,46.95,-0.18,-1.3,"GB"
"99","Phillip Dorsett",8.04188238708091,"WR",3900,484.961084019987,1.8,2166.66666666667,90,42.6,-0.84,-1.1,"IND"
"100","James Wright",0.209838863460928,"WR",3000,14296.6843725714,1.8,1666.66666666667,90,35,-1.68,-1.3,"CIN"
"101","Dorial Green-Beckham",6.15034831815804,"WR",3500,569.073460387072,1.7,2058.82352941176,50,45.7,-0.03,-1.1,"PHI"
"102","Cobi Hamilton",7.10709170859218,"WR",3000,422.113590622888,1.6,1875,90,51.4,-0.28,-0.1,"PIT"
"103","Michael Floyd",6.29286605215373,"WR",3600,572.076375083163,1.6,2250,90,31.75,-2.85,-1.2,"NE"
"104","Alex Erickson",-0.760901287034123,"WR",3000,-3942.6927659612,1.5,2000,90,25.75,-3.58,-1.3,"CIN"
"105","Jamison Crowder",12.7785219990026,"WR",5600,438.235345248622,1.3,4307.69230769231,90,60.9,0.96,-0.4,"WAS"
"106","Albert Wilson",3.19850474657853,"WR",3000,937.938267313539,1.3,2307.69230769231,90,24.85,-3.48,-2.6,"KC"
"107","Chris Harper",4.91222481920113,"WR",3000,610.721233334733,1.1,2727.27272727273,90,47.15,-0.28,1.6,"SF"
"108","Freddie Martino",NA,"WR",3000,NA,0,Inf,90,35.8,-2.08,-0.5,"TB"
"109","Brandon Coleman",NA,"WR",3000,NA,0,Inf,90,34.1,-3.18,0,"NO"
"110","Justin Hardy",1.95707003460609,"WR",3100,1584.00054427482,0,Inf,90,33.7,-3.51,1,"ATL"
"111","Robby Anderson",15.9276131790101,"WR",4800,301.363421251691,0,Inf,50,64.45,1.79,-0.8,"NYJ"
"112","Arrelious Benn",-3.30448926942076,"WR",3000,-907.855875872119,0,Inf,90,40.9,-1.98,1.7,"JAX"
"113","Seth Roberts",7.90651517985646,"WR",3000,379.433913899658,0,Inf,90,60.25,1.32,-1,"OAK"
"114","Brian Quick",9.26954049217444,"WR",3300,356.004701935973,0,Inf,90,59,1.03,0.6,"LA"
"115","Pharoh Cooper",2.21635438999323,"WR",3000,1353.57414569841,0,Inf,90,31.15,-3.48,0.6,"LA"
"116","Kamar Aiken",5.05082704739441,"WR",3000,593.962131716156,0,Inf,90,38.25,-0.98,-1.8,"BAL"
"117","Maurice Harris",2.96203189680407,"WR",3000,1012.81826277323,0,Inf,90,30.8,-3.38,-0.4,"WAS"
"118","Trevor Davis",1.8736749682826,"WR",3000,1601.13149333995,0,Inf,50,29.1,-3.08,-1.3,"GB"
